  …¢”µ      XC          YC          ZC      ÇúÂÊ      Á¦¾Ø
  0.091895  -264.956824   38.480602    0.000000  -1.157435e-02  0.000000e+00
  0.092153  -265.179845   38.428778    0.000000  -1.617433e-02  0.000000e+00
  0.092411  -265.403354   38.377712    0.000000  -2.073242e-02  0.000000e+00
  0.092669  -265.627416   38.327639    0.000000  -2.523598e-02  0.000000e+00
  0.092927  -265.852091   38.278796    0.000000  -2.967301e-02  0.000000e+00
  0.093185  -266.077434   38.231416    0.000000  -3.403216e-02  0.000000e+00
  0.093443  -266.303495   38.185733    0.000000  -3.830274e-02  0.000000e+00
  0.093702  -266.530318   38.141979    0.000000  -4.247479e-02  0.000000e+00
  0.093960  -266.757937   38.100385    0.000000  -4.653908e-02  0.000000e+00
  0.094218  -266.986384   38.061179    0.000000  -5.048725e-02  0.000000e+00
  0.094476  -267.215677   38.024587    0.000000  -5.431183e-02  0.000000e+00
  0.094734  -267.445829   37.990831    0.000000  -5.800643e-02  0.000000e+00
  0.094992  -267.676843   37.960128    0.000000  -6.156582e-02  0.000000e+00
  0.095250  -267.908711   37.932694    0.000000  -6.498610e-02  0.000000e+00
  0.095509  -268.141415   37.908738    0.000000  -6.826482e-02  0.000000e+00
  0.095767  -268.374926   37.888465    0.000000  -7.140117e-02  0.000000e+00
  0.096025  -268.609202   37.872074    0.000000  -7.439610e-02  0.000000e+00
  0.096283  -268.844190   37.859757    0.000000  -7.725250e-02  0.000000e+00
  0.096541  -269.079822   37.851702    0.000000  -7.997534e-02  0.000000e+00
  0.096799  -269.316019   37.848088    0.000000  -8.257178e-02  0.000000e+00
  0.097057  -269.552684   37.849088    0.000000  -8.505133e-02  0.000000e+00
  0.097315  -269.789708   37.854865    0.000000  -8.742596e-02  0.000000e+00
  0.097574  -270.026965   37.865576    0.000000  -8.971019e-02  0.000000e+00
  0.097832  -270.264314   37.881367    0.000000  -9.192144e-02  0.000000e+00
  0.098090  -270.501595   37.902378    0.000000  -9.408152e-02  0.000000e+00
  0.098348  -270.738633   37.928735    0.000000  -9.621279e-02  0.000000e+00
  0.098606  -270.975240   37.960560    0.000000  -9.833570e-02  0.000000e+00
  0.098864  -271.211212   37.997959    0.000000  -1.004685e-01  0.000000e+00
  0.099122  -271.446334   38.041035    0.000000  -1.026274e-01  0.000000e+00
  0.099380  -271.680378   38.089876    0.000000  -1.048260e-01  0.000000e+00
  0.099639  -271.913109   38.144564    0.000000  -1.070755e-01  0.000000e+00
  0.099897  -272.144282   38.205169    0.000000  -1.093846e-01  0.000000e+00
  0.100155  -272.373645   38.271751    0.000000  -1.117590e-01  0.000000e+00
  0.100413  -272.600942   38.344361    0.000000  -1.142016e-01  0.000000e+00
  0.100671  -272.825909   38.423042    0.000000  -1.167120e-01  0.000000e+00
  0.100929  -273.048283   38.507822    0.000000  -1.192865e-01  0.000000e+00
  0.101187  -273.267797   38.598724    0.000000  -1.219180e-01  0.000000e+00
  0.101446  -273.484182   38.695758    0.000000  -1.245951e-01  0.000000e+00
  0.101704  -273.697172   38.798924    0.000000  -1.273029e-01  0.000000e+00
  0.101962  -273.906502   38.908214    0.000000  -1.300220e-01  0.000000e+00
  0.102220  -274.111912   39.023606    0.000000  -1.327288e-01  0.000000e+00
  0.102478  -274.313143   39.145071    0.000000  -1.353954e-01  0.000000e+00
  0.102736  -274.509947   39.272567    0.000000  -1.379897e-01  0.000000e+00
  0.102994  -274.702078   39.406044    0.000000  -1.404755e-01  0.000000e+00
  0.103252  -274.889303   39.545440    0.000000  -1.428132e-01  0.000000e+00
  0.103511  -275.071395   39.690683    0.000000  -1.449600e-01  0.000000e+00
  0.103769  -275.248142   39.841689    0.000000  -1.468711e-01  0.000000e+00
  0.104027  -275.419342   39.998365    0.000000  -1.485004e-01  0.000000e+00
  0.104285  -275.584806   40.160607    0.000000  -1.498016e-01  0.000000e+00
  0.104543  -275.744363   40.328300    0.000000  -1.507297e-01  0.000000e+00
  0.104801  -275.897856   40.501318    0.000000  -1.512424e-01  0.000000e+00
  0.105059  -276.045147   40.679523    0.000000  -1.513013e-01  0.000000e+00
  0.105318  -276.186116   40.862768    0.000000  -1.508732e-01  0.000000e+00
  0.105576  -276.320663   41.050895    0.000000  -1.499318e-01  0.000000e+00
  0.105834  -276.448711   41.243732    0.000000  -1.484773e-01  0.000000e+00
  0.106092  -276.570205   41.441101    0.000000  -1.465424e-01  0.000000e+00
  0.106350  -276.685107   41.642809    0.000000  -1.441683e-01  0.000000e+00
  0.106608  -276.793405   41.848659    0.000000  -1.414021e-01  0.000000e+00
  0.106866  -276.895101   42.058442    0.000000  -1.382948e-01  0.000000e+00
  0.107124  -276.990217   42.271945    0.000000  -1.348990e-01  0.000000e+00
  0.107383  -277.078793   42.488948    0.000000  -1.312682e-01  0.000000e+00
  0.107641  -277.160884   42.709224    0.000000  -1.274542e-01  0.000000e+00
  0.107899  -277.236560   42.932543    0.000000  -1.235067e-01  0.000000e+00
  0.108157  -277.305905   43.158673    0.000000  -1.194717e-01  0.000000e+00
  0.108415  -277.369018   43.387378    0.000000  -1.153912e-01  0.000000e+00
  0.108673  -277.426009   43.618420    0.000000  -1.113028e-01  0.000000e+00
  0.108931  -277.476998   43.851561    0.000000  -1.072391e-01  0.000000e+00
  0.109189  -277.522117   44.086563    0.000000  -1.032281e-01  0.000000e+00
  0.109448  -277.561507   44.323192    0.000000  -9.929313e-02  0.000000e+00
  0.109706  -277.595317   44.561210    0.000000  -9.545335e-02  0.000000e+00
  0.109964  -277.623704   44.800389    0.000000  -9.172387e-02  0.000000e+00
  0.110222  -277.646831   45.040500    0.000000  -8.811629e-02  0.000000e+00
  0.110480  -277.664866   45.281321    0.000000  -8.463910e-02  0.000000e+00
  0.110738  -277.677983   45.522635    0.000000  -8.129810e-02  0.000000e+00
  0.110996  -277.686357   45.764232    0.000000  -7.809683e-02  0.000000e+00
  0.111255  -277.690168   46.005910    0.000000  -7.503694e-02  0.000000e+00
  0.111513  -277.689596   46.247476    0.000000  -7.211857e-02  0.000000e+00
  0.111771  -277.684822   46.488745    0.000000  -6.934066e-02  0.000000e+00
  0.112029  -277.676027   46.729542    0.000000  -6.670123e-02  0.000000e+00
  0.112287  -277.663390   46.969707    0.000000  -6.419766e-02  0.000000e+00
  0.112545  -277.647089   47.209087    0.000000  -6.182688e-02  0.000000e+00
  0.112803  -277.627297   47.447547    0.000000  -5.958558e-02  0.000000e+00
  0.113061  -277.604184   47.684963    0.000000  -5.747033e-02  0.000000e+00
  0.113320  -277.577913   47.921226    0.000000  -5.547775e-02  0.000000e+00
  0.113578  -277.548644   48.156244    0.000000  -5.360080e-02  0.000000e+00
  0.113836  -277.516527   48.389942    0.000000  -5.182373e-02  0.000000e+00
  0.114094  -277.481706   48.622259    0.000000  -5.013115e-02  0.000000e+00
  0.114352  -277.444320   48.853150    0.000000  -4.850950e-02  0.000000e+00
  0.114610  -277.404498   49.082584    0.000000  -4.694693e-02  0.000000e+00
  0.114868  -277.362366   49.310542    0.000000  -4.543318e-02  0.000000e+00
  0.115126  -277.318041   49.537020    0.000000  -4.395951e-02  0.000000e+00
  0.115385  -277.271635   49.762025    0.000000  -4.251861e-02  0.000000e+00
  0.115643  -277.223253   49.985573    0.000000  -4.110457e-02  0.000000e+00
  0.115901  -277.172994   50.207692    0.000000  -3.971281e-02  0.000000e+00
  0.116159  -277.120951   50.428420    0.000000  -3.834003e-02  0.000000e+00
  0.116417  -277.067211   50.647803    0.000000  -3.698419e-02  0.000000e+00
  0.116675  -277.011857   50.865893    0.000000  -3.564444e-02  0.000000e+00
  0.116933  -276.954963   51.082751    0.000000  -3.432108e-02  0.000000e+00
  0.117192  -276.896601   51.298444    0.000000  -3.301548e-02  0.000000e+00
  0.117450  -276.836834   51.513044    0.000000  -3.173002e-02  0.000000e+00
  0.117708  -276.775722   51.726627    0.000000  -3.046801e-02  0.000000e+00
  0.117966  -276.713320   51.939275    0.000000  -2.923357e-02  0.000000e+00
  0.118224  -276.649676   52.151069    0.000000  -2.803156e-02  0.000000e+00
  0.118482  -276.584835   52.362096    0.000000  -2.686743e-02  0.000000e+00
  0.118740  -276.518835   52.572443    0.000000  -2.574716e-02  0.000000e+00
  0.118998  -276.451712   52.782197    0.000000  -2.467706e-02  0.000000e+00
  0.119257  -276.383495   52.991446    0.000000  -2.366372e-02  0.000000e+00
  0.119515  -276.314209   53.200277    0.000000  -2.271384e-02  0.000000e+00
  0.119773  -276.243875   53.408773    0.000000  -2.183416e-02  0.000000e+00
  0.120031  -276.172509   53.617017    0.000000  -2.103133e-02  0.000000e+00
  0.120289  -276.100124   53.825087    0.000000  -2.031184e-02  0.000000e+00
  0.120547  -276.026727   54.033058    0.000000  -1.968194e-02  0.000000e+00
  0.120805  -275.952323   54.241000    0.000000  -1.914761e-02  0.000000e+00
  0.121064  -275.876912   54.448975    0.000000  -1.871453e-02  0.000000e+00
  0.121322  -275.800491   54.657042    0.000000  -1.838670e-02  0.000000e+00
  0.121580  -275.723052   54.865250    0.000000  -1.816009e-02  0.000000e+00
  0.121838  -275.644584   55.073641    0.000000  -1.802753e-02  0.000000e+00
  0.122096  -275.565075   55.282253    0.000000  -1.798153e-02  0.000000e+00
  0.122354  -275.484507   55.491113    0.000000  -1.801442e-02  0.000000e+00
  0.122612  -275.402862   55.700245    0.000000  -1.811838e-02  0.000000e+00
  0.122870  -275.320120   55.909666    0.000000  -1.828562e-02  0.000000e+00
  0.123129  -275.236257   56.119387    0.000000  -1.850833e-02  0.000000e+00
  0.123387  -275.151249   56.329415    0.000000  -1.877885e-02  0.000000e+00
  0.123645  -275.065072   56.539749    0.000000  -1.908959e-02  0.000000e+00
  0.123903  -274.977700   56.750388    0.000000  -1.943318e-02  0.000000e+00
  0.124161  -274.889105   56.961321    0.000000  -1.980238e-02  0.000000e+00
  0.124419  -274.799262   57.172538    0.000000  -2.019016e-02  0.000000e+00
  0.124677  -274.708144   57.384021    0.000000  -2.058969e-02  0.000000e+00
  0.124935  -274.615724   57.595752    0.000000  -2.099431e-02  0.000000e+00
  0.125194  -274.521978   57.807707    0.000000  -2.139758e-02  0.000000e+00
  0.125452  -274.426881   58.019861    0.000000  -2.179320e-02  0.000000e+00
  0.125710  -274.330411   58.232185    0.000000  -2.217506e-02  0.000000e+00
  0.125968  -274.232547   58.444649    0.000000  -2.253716e-02  0.000000e+00
  0.126226  -274.133270   58.657220    0.000000  -2.287366e-02  0.000000e+00
  0.126484  -274.032564   58.869865    0.000000  -2.317882e-02  0.000000e+00
  0.126742  -273.930413   59.082548    0.000000  -2.344697e-02  0.000000e+00
  0.127001  -273.826809   59.295231    0.000000  -2.367254e-02  0.000000e+00
  0.127259  -273.721743   59.507878    0.000000  -2.384996e-02  0.000000e+00
  0.127517  -273.615212   59.720452    0.000000  -2.397373e-02  0.000000e+00
  0.127775  -273.507215   59.932913    0.000000  -2.403832e-02  0.000000e+00
  0.128033  -273.397758   60.145226    0.000000  -2.403819e-02  0.000000e+00
  0.128291  -273.286850   60.357352    0.000000  -2.396774e-02  0.000000e+00
  0.128549  -273.174504   60.569255    0.000000  -2.382131e-02  0.000000e+00
  0.128807  -273.060740   60.780900    0.000000  -2.359315e-02  0.000000e+00
  0.129066  -272.945583   60.992254    0.000000  -2.327736e-02  0.000000e+00
  0.129324  -272.829064   61.203284    0.000000  -2.286788e-02  0.000000e+00
  0.129582  -272.711219   61.413959    0.000000  -2.235849e-02  0.000000e+00
  0.129840  -272.592093   61.624254    0.000000  -2.174271e-02  0.000000e+00
  0.130098  -272.471736   61.834142    0.000000  -2.101378e-02  0.000000e+00
  0.130356  -272.350205   62.043602    0.000000  -2.016467e-02  0.000000e+00
  0.130614  -272.227565   62.252615    0.000000  -1.918793e-02  0.000000e+00
  0.130872  -272.103890   62.461165    0.000000  -1.807572e-02  0.000000e+00
  0.131131  -271.979261   62.669242    0.000000  -1.681972e-02  0.000000e+00
  0.131389  -271.853767   62.876838    0.000000  -1.541105e-02  0.000000e+00
  0.131647  -271.727506   63.083951    0.000000  -1.384022e-02  0.000000e+00
  0.131905  -271.600586   63.290583    0.000000  -1.209704e-02  0.000000e+00
  0.132163  -271.473124   63.496741    0.000000  -1.017055e-02  0.000000e+00
  0.132421  -271.345246   63.702439    0.000000  -8.048918e-03  0.000000e+00
  0.132679  -271.217089   63.907695    0.000000  -5.719396e-03  0.000000e+00
  0.132938  -271.088800   64.112532    0.000000  -3.168710e-03  0.000000e+00
  0.133196  -270.960536   64.316984    0.000000  -3.952721e-04  0.000000e+00
  0.133454  -270.832466   64.521085    0.000000  2.590080e-03  0.000000e+00
  0.133712  -270.704766   64.724880    0.000000  5.776499e-03  0.000000e+00
  0.133970  -270.577622   64.928417    0.000000  9.153557e-03  0.000000e+00
  0.134228  -270.451226   65.131748    0.000000  1.271102e-02  0.000000e+00
  0.134486  -270.325777   65.334932    0.000000  1.643859e-02  0.000000e+00
  0.134744  -270.201480   65.538029    0.000000  2.032561e-02  0.000000e+00
  0.135003  -270.078541   65.741105    0.000000  2.436070e-02  0.000000e+00
  0.135261  -269.957171   65.944228    0.000000  2.853141e-02  0.000000e+00
  0.135519  -269.837583   66.147468    0.000000  3.282383e-02  0.000000e+00
  0.135777  -269.719991   66.350896    0.000000  3.722212e-02  0.000000e+00
  0.136035  -269.604608   66.554588    0.000000  4.170815e-02  0.000000e+00
  0.136293  -269.491645   66.758618    0.000000  4.626105e-02  0.000000e+00
  0.136551  -269.381312   66.963061    0.000000  5.085678e-02  0.000000e+00
  0.136809  -269.273816   67.167994    0.000000  5.546789e-02  0.000000e+00
  0.137068  -269.169358   67.373491    0.000000  6.006317e-02  0.000000e+00
  0.137326  -269.068135   67.579627    0.000000  6.460755e-02  0.000000e+00
  0.137584  -268.970337   67.786476    0.000000  6.906211e-02  0.000000e+00
  0.137842  -268.876145   67.994108    0.000000  7.338423e-02  0.000000e+00
  0.138100  -268.785733   68.202593    0.000000  7.752799e-02  0.000000e+00
  0.138358  -268.699266   68.411997    0.000000  8.144481e-02  0.000000e+00
  0.138616  -268.616895   68.622383    0.000000  8.508425e-02  0.000000e+00
  0.138875  -268.538762   68.833811    0.000000  8.839513e-02  0.000000e+00
  0.139133  -268.464996   69.046337    0.000000  9.132679e-02  0.000000e+00
  0.139391  -268.395710   69.260011    0.000000  9.383048e-02  0.000000e+00
  0.139649  -268.331004   69.474878    0.000000  9.586094e-02  0.000000e+00
  0.139907  -268.270962   69.690979    0.000000  9.737782e-02  0.000000e+00
  0.140165  -268.215649   69.908348    0.000000  9.834708e-02  0.000000e+00
  0.140423  -268.165114   70.127012    0.000000  9.874215e-02  0.000000e+00
  0.140681  -268.119385   70.346992    0.000000  9.854485e-02  0.000000e+00
  0.140940  -268.078471   70.568301    0.000000  9.775711e-02  0.000000e+00
  0.141198  -268.042359   70.790944    0.000000  9.641269e-02  0.000000e+00
  0.141456  -268.011018   71.014919    0.000000  9.455428e-02  0.000000e+00
  0.141714  -267.984396   71.240217    0.000000  9.222892e-02  0.000000e+00
  0.141972  -267.962422   71.466822    0.000000  8.948647e-02  0.000000e+00
  0.142230  -267.945009   71.694711    0.000000  8.637807e-02  0.000000e+00
  0.142488  -267.932052   71.923855    0.000000  8.295471e-02  0.000000e+00
  0.142747  -267.923430   72.154220    0.000000  7.926588e-02  0.000000e+00
  0.143005  -267.919007   72.385765    0.000000  7.535852e-02  0.000000e+00
  0.143263  -267.918632   72.618444    0.000000  7.127610e-02  0.000000e+00
  0.143521  -267.922141   72.852206    0.000000  6.705801e-02  0.000000e+00
  0.143779  -267.929356   73.086997    0.000000  6.273915e-02  0.000000e+00
  0.144037  -267.940088   73.322756    0.000000  5.834973e-02  0.000000e+00
  0.144295  -267.954137   73.559419    0.000000  5.391522e-02  0.000000e+00
  0.144553  -267.971290   73.796919    0.000000  4.945649e-02  0.000000e+00
  0.144812  -267.991328   74.035184    0.000000  4.499001e-02  0.000000e+00
  0.145070  -268.014019   74.274140    0.000000  4.052819e-02  0.000000e+00
  0.145328  -268.039127   74.513710    0.000000  3.607970e-02  0.000000e+00
  0.145586  -268.066405   74.753815    0.000000  3.164985e-02  0.000000e+00
  0.145844  -268.095603   74.994371    0.000000  2.724105e-02  0.000000e+00
  0.146102  -268.126462   75.235295    0.000000  2.285311e-02  0.000000e+00
  0.146360  -268.158720   75.476503    0.000000  1.848373e-02  0.000000e+00
  0.146618  -268.192112   75.717906    0.000000  1.412878e-02  0.000000e+00
  0.146877  -268.226367   75.959417    0.000000  9.782721e-03  0.000000e+00
  0.147135  -268.261212   76.200947    0.000000  5.438914e-03  0.000000e+00
  0.147393  -268.296375   76.442408    0.000000  1.089960e-03  0.000000e+00
  0.147651  -268.331580   76.683710    0.000000  -3.271984e-03  0.000000e+00
  0.147909  -268.366553   76.924765    0.000000  -7.654877e-03  0.000000e+00
  0.148167  -268.401019   77.165484    0.000000  -1.206648e-02  0.000000e+00
  0.148425  -268.434706   77.405780    0.000000  -1.651400e-02  0.000000e+00
  0.148684  -268.467344   77.645567    0.000000  -2.100378e-02  0.000000e+00
  0.148942  -268.498666   77.884759    0.000000  -2.554087e-02  0.000000e+00
  0.149200  -268.528408   78.123274    0.000000  -3.012868e-02  0.000000e+00
  0.149458  -268.556311   78.361031    0.000000  -3.476848e-02  0.000000e+00
  0.149716  -268.582124   78.597950    0.000000  -3.945903e-02  0.000000e+00
  0.149974  -268.605600   78.833956    0.000000  -4.419602e-02  0.000000e+00
  0.150232  -268.626498   79.068977    0.000000  -4.897157e-02  0.000000e+00
  0.150490  -268.644588   79.302941    0.000000  -5.377377e-02  0.000000e+00
  0.150749  -268.659648   79.535784    0.000000  -5.858612e-02  0.000000e+00
  0.151007  -268.671463   79.767443    0.000000  -6.338713e-02  0.000000e+00
